"Code","x","y","plot_type","plot_num"
"IE_ERP_2_02",247.707635599171,8417.33282899356,"path",45
"IE_ERP_2_02",265.608778294669,29485.9008927104,"path",45
"IE_ERP_2_02",284.80358684358,29485.9008927104,"path",45
"IE_ERP_2_02",305.385550883342,29485.9008927104,"path",45
"IE_ERP_2_02",327.454916287773,29485.9008927104,"path",45
"IE_ERP_2_02",351.119173421513,46611.4661027732,"path",45
"IE_ERP_2_02",376.493580679247,46611.4661027732,"path",45
"IE_ERP_2_02",403.701725859656,46611.4661027732,"path",45
"IE_ERP_2_02",432.876128108306,46611.4661027732,"path",45
"IE_ERP_2_02",464.158883361278,46611.4661027732,"path",45
"IE_ERP_2_02",497.702356433211,38010.293354813,"path",45
"IE_ERP_2_02",533.669923120631,38010.293354813,"path",45
"IE_ERP_2_02",572.236765935022,38010.293354813,"path",45
"IE_ERP_2_02",613.590727341317,38010.293354813,"path",45
"IE_ERP_2_02",657.933224657568,38010.293354813,"path",45
"IE_ERP_2_02",705.480231071864,21471.6023743589,"path",45
"IE_ERP_2_02",756.463327554629,21471.6023743589,"path",45
"IE_ERP_2_02",811.130830789687,21471.6023743589,"path",45
"IE_ERP_2_02",869.749002617784,21471.6023743589,"path",45
"IE_ERP_2_02",932.60334688322,11047.3981960691,"path",45
"IE_ERP_2_02",1000,11047.3981960691,"path",45
"IE_ERP_2_02",1072.26722201032,11047.3981960691,"path",45
"IE_ERP_2_02",1149.75699539774,11047.3981960691,"path",45
"IE_ERP_2_02",1232.84673944207,5850.06488403728,"path",45
"IE_ERP_2_02",1321.94114846603,5850.06488403728,"path",45
"IE_ERP_2_02",1417.47416292681,5850.06488403728,"path",45
"IE_ERP_2_02",1519.91108295293,5850.06488403728,"path",45
"IE_ERP_2_02",1629.75083462064,3483.45310121809,"path",45
"IE_ERP_2_02",1747.52840000768,3483.45310121809,"path",45
"IE_ERP_2_02",1873.81742286038,3483.45310121809,"path",45
"IE_ERP_2_02",2009.23300256505,3483.45310121809,"path",45
"IE_ERP_2_02",2154.43469003189,3483.45310121809,"path",45
"IE_ERP_2_02",2310.12970008316,3471.32223115724,"path",45
"IE_ERP_2_02",2477.07635599171,3471.32223115724,"path",45
"IE_ERP_2_02",2656.08778294669,3471.32223115724,"path",45
"IE_ERP_2_02",2848.0358684358,3471.32223115724,"path",45
"IE_ERP_2_02",3053.85550883342,3471.32223115724,"path",45
"IE_ERP_2_02",3274.54916287773,3471.32223115724,"path",45
"IE_ERP_2_02",3511.19173421513,3471.32223115724,"path",45
"IE_ERP_2_02",3764.93580679247,10715.6404200963,"path",45
"IE_ERP_2_02",4037.01725859656,10715.6404200963,"path",45
"IE_ERP_2_02",4328.76128108306,10715.6404200963,"path",45
"IE_ERP_2_02",4641.58883361278,10715.6404200963,"path",45
"IE_ERP_2_02",4977.02356433211,10715.6404200963,"path",45
"IE_ERP_2_02",5336.69923120631,10715.6404200963,"path",45
"IE_ERP_2_02",5722.36765935022,10715.6404200963,"path",45
