Sample	Clusters
S1148	IE_NT
S5734	IE_NT
S1149	IE_NT
S8030	AA_T
S6377	DR_NT
S7109	DR_NT
S6378	DR_NT
S3093	IE_NT
S520	DR_T
S4168	IE_NT
S3094	IE_NT
S1150	IE_NT
S7431	DR_NT
S4169	IE_NT
S3095	IE_NT
S4170	IE_NT
S1151	IE_NT
S9387	IE_T
S2543	IE_NT
S7432	DR_NT
S1152	IE_NT
S117	DR_T
S1153	IE_NT
S2135	IE_NT
S8243	AA_T
S7879	AA_T
S340	DR_T
S7110	DR_NT
S7433	DR_NT
S8139	AA_T
S1154	IE_NT
S7111	DR_NT
S4172	IE_NT
S1155	IE_NT
S5736	IE_NT
S8583	TB_T
S9388	IE_T
S5278	IE_NT
S1156	IE_NT
S4173	IE_NT
S7112	DR_NT
S7113	DR_NT
S6379	DR_NT
S1989	IE_NT
S6380	DR_NT
S2020	IE_NT
S9389	IE_T
S7434	DR_NT
S1157	IE_NT
S9390	IE_T
S421	DR_T
S9537	IE_T
S9603	IE_T
S1158	IE_NT
S9538	IE_T
S8395	TB_NT
S1159	IE_NT
S7937	AA_T
S2660	IE_NT
S2603	IE_NT
S1160	IE_NT
S4174	IE_NT
S9103	IE_T
S1990	IE_NT
S8302	AA_T
S118	DR_T
S3096	IE_NT
S7880	AA_T
S8921	TB_T
S4175	IE_NT
S8319	TB_NT
S9104	IE_T
S119	DR_T
S7435	DR_NT
S2149	IE_NT
S7436	DR_NT
S8514	TB_T
S4176	IE_NT
S4177	IE_NT
S422	DR_T
S2438	IE_NT
S120	DR_T
S1161	IE_NT
S2114	IE_NT
S5532	IE_NT
S4178	IE_NT
S4179	IE_NT
S4180	IE_NT
S1162	IE_NT
S5118	IE_NT
S6381	DR_NT
S7715	DR_NT
S1163	IE_NT
S9391	IE_T
S4181	IE_NT
S7114	DR_NT
S7685	DR_NT
S4182	IE_NT
S9392	IE_T
S1164	IE_NT
S1165	IE_NT
S541	IE_NT
S9105	IE_T
S8606	TB_T
S6382	DR_NT
S9106	IE_T
S4183	IE_NT
S2255	IE_NT
S1166	IE_NT
S6383	DR_NT
S5403	IE_NT
S6384	DR_NT
S7960	AA_T
S451	DR_T
S9604	IE_T
S4184	IE_NT
S5119	IE_NT
S4185	IE_NT
S9107	IE_T
S121	DR_T
S6385	DR_NT
S1167	IE_NT
S9108	IE_T
S3097	IE_NT
S1983	IE_NT
S2380	IE_NT
S474	DR_T
S122	DR_T
S5120	IE_NT
S293	DR_T
S5428	IE_NT
S7437	DR_NT
S6386	DR_NT
S1168	IE_NT
S3098	IE_NT
S6387	DR_NT
S3099	IE_NT
S4186	IE_NT
S1169	IE_NT
S6388	DR_NT
S5121	IE_NT
S8778	TB_T
S9109	IE_T
S301	DR_T
S7438	DR_NT
S1170	IE_NT
S9110	IE_T
S1171	IE_NT
S3100	IE_NT
S8528	TB_T
S2337	IE_NT
S2004	IE_NT
S3101	IE_NT
S9539	IE_T
S7439	DR_NT
S8510	TB_T
S5266	IE_NT
S4187	IE_NT
S6389	DR_NT
S7115	DR_NT
S7440	DR_NT
S5122	IE_NT
S294	DR_T
S8850	TB_T
S1172	IE_NT
S4188	IE_NT
S4189	IE_NT
S4190	IE_NT
S3102	IE_NT
S7441	DR_NT
S9605	IE_T
S4191	IE_NT
S4192	IE_NT
S5280	IE_NT
S1173	IE_NT
S5737	IE_NT
S7116	DR_NT
S5123	IE_NT
S6390	DR_NT
S123	DR_T
S5124	IE_NT
S8849	TB_T
S5375	IE_NT
S4193	IE_NT
S5125	IE_NT
S1895	IE_NT
S9393	IE_T
S9111	IE_T
S4194	IE_NT
S2620	IE_NT
S6391	DR_NT
S2801	IE_NT
S1174	IE_NT
S8848	TB_T
S1175	IE_NT
S1176	IE_NT
S5445	IE_NT
S6392	DR_NT
S4195	IE_NT
S2686	IE_NT
S7117	DR_NT
S274	DR_T
S1177	IE_NT
S5533	IE_NT
S5320	IE_NT
S7696	DR_NT
S5738	IE_NT
S2433	IE_NT
S5126	IE_NT
S8499	TB_T
S4196	IE_NT
S7442	DR_NT
S7697	DR_NT
S7118	DR_NT
S4197	IE_NT
S7119	DR_NT
S8665	TB_T
S7765	AA_T
S2785	IE_NT
S1178	IE_NT
S8025	AA_T
S6393	DR_NT
S1179	IE_NT
S7443	DR_NT
S1180	IE_NT
S2123	IE_NT
S3103	IE_NT
S6394	DR_NT
S1181	IE_NT
S124	DR_T
S9112	IE_T
S8066	AA_T
S7734	AA_T
S2328	IE_NT
S4199	IE_NT
S5387	IE_NT
S5127	IE_NT
S8221	AA_T
S1182	IE_NT
S4200	IE_NT
S2376	IE_NT
S7120	DR_NT
S7444	DR_NT
S5739	IE_NT
S4201	IE_NT
S7445	DR_NT
S4202	IE_NT
S319	DR_T
S4203	IE_NT
S1183	IE_NT
S1184	IE_NT
S7121	DR_NT
S5740	IE_NT
S1185	IE_NT
S2225	IE_NT
S2576	IE_NT
S7446	DR_NT
S7617	DR_NT
S6395	DR_NT
S4204	IE_NT
S4205	IE_NT
S6396	DR_NT
S7939	AA_T
S8140	AA_T
S3104	IE_NT
S2676	IE_NT
S1186	IE_NT
S4206	IE_NT
S7122	DR_NT
S1187	IE_NT
S8206	AA_T
S7123	DR_NT
S5741	IE_NT
S7894	AA_T
S6397	DR_NT
S4207	IE_NT
S2737	IE_NT
S4208	IE_NT
S1188	IE_NT
S9113	IE_T
S1189	IE_NT
S5534	IE_NT
S5128	IE_NT
S4209	IE_NT
S9395	IE_T
S125	DR_T
S2722	IE_NT
S8550	TB_T
S9396	IE_T
S4210	IE_NT
S6398	DR_NT
S3105	IE_NT
S5899	IE_NT
S1190	IE_NT
S2389	IE_NT
S2726	IE_NT
S4211	IE_NT
S5742	IE_NT
S4212	IE_NT
S126	DR_T
S6399	DR_NT
S3106	IE_NT
S8779	TB_T
S4213	IE_NT
S2693	IE_NT
S1191	IE_NT
S6400	DR_NT
S5129	IE_NT
S4214	IE_NT
S6401	DR_NT
S5130	IE_NT
S1192	IE_NT
S2166	IE_NT
S8727	TB_T
S7124	DR_NT
S1193	IE_NT
S1194	IE_NT
S4215	IE_NT
S7447	DR_NT
S4216	IE_NT
S3107	IE_NT
S5299	IE_NT
S7836	AA_T
S1195	IE_NT
S2579	IE_NT
S4217	IE_NT
S5535	IE_NT
S4218	IE_NT
S4219	IE_NT
S4220	IE_NT
S2	DR_T
S8000	AA_T
S6402	DR_NT
S1196	IE_NT
S3108	IE_NT
S8320	TB_NT
S7448	DR_NT
S5743	IE_NT
S7125	DR_NT
S4221	IE_NT
S6403	DR_NT
S6404	DR_NT
S9114	IE_T
S1197	IE_NT
S7126	DR_NT
S6405	DR_NT
S7127	DR_NT
S7825	AA_T
S6406	DR_NT
S6407	DR_NT
S1198	IE_NT
S127	DR_T
S1199	IE_NT
S4222	IE_NT
S3109	IE_NT
S128	DR_T
S4223	IE_NT
S2719	IE_NT
S2647	IE_NT
S4225	IE_NT
S9540	IE_T
S490	DR_T
S4226	IE_NT
S244	DR_T
S4227	IE_NT
S6408	DR_NT
S6409	DR_NT
S1200	IE_NT
S7618	DR_NT
S129	DR_T
S8653	TB_T
S4228	IE_NT
S8780	TB_T
S7128	DR_NT
S2050	IE_NT
S1201	IE_NT
S6410	DR_NT
S8492	TB_T
S4229	IE_NT
S7129	DR_NT
S8531	TB_T
S4230	IE_NT
S5744	IE_NT
S4231	IE_NT
S7130	DR_NT
S1202	IE_NT
S2679	IE_NT
S8417	TB_NT
S1203	IE_NT
S8698	TB_T
S4232	IE_NT
S2522	IE_NT
S1204	IE_NT
S9397	IE_T
S1205	IE_NT
S8502	TB_T
S2117	IE_NT
S7131	DR_NT
S499	DR_T
S5536	IE_NT
S1206	IE_NT
S3110	IE_NT
S6411	DR_NT
S5272	IE_NT
S8470	TB_NT
S7893	AA_T
S8428	TB_NT
S1207	IE_NT
S4233	IE_NT
S4234	IE_NT
S2736	IE_NT
S3111	IE_NT
S3112	IE_NT
S6412	DR_NT
S5745	IE_NT
S6413	DR_NT
S7132	DR_NT
S4235	IE_NT
S5425	IE_NT
S9115	IE_T
S1208	IE_NT
S1898	IE_NT
S1209	IE_NT
S7716	DR_NT
S4236	IE_NT
S4237	IE_NT
S6414	DR_NT
S7760	AA_T
S9116	IE_T
S5746	IE_NT
S4238	IE_NT
S8141	AA_T
S6415	DR_NT
S6416	DR_NT
S7133	DR_NT
S9398	IE_T
S9399	IE_T
S7449	DR_NT
S2747	IE_NT
S6417	DR_NT
S130	DR_T
S9400	IE_T
S1210	IE_NT
S1211	IE_NT
S6418	DR_NT
S7902	AA_T
S1212	IE_NT
S1213	IE_NT
S7134	DR_NT
S3113	IE_NT
S2250	IE_NT
S3114	IE_NT
S4239	IE_NT
S9401	IE_T
S4240	IE_NT
S5747	IE_NT
S4790	IE_NT
S1214	IE_NT
S3115	IE_NT
S4241	IE_NT
S9117	IE_T
S2218	IE_NT
S4242	IE_NT
S1215	IE_NT
S1216	IE_NT
S4243	IE_NT
S9118	IE_T
S1217	IE_NT
S4244	IE_NT
S5131	IE_NT
S9119	IE_T
S131	DR_T
S4245	IE_NT
S1218	IE_NT
S8703	TB_T
S8331	TB_NT
S8447	TB_NT
S4246	IE_NT
S6419	DR_NT
S7802	AA_T
S5404	IE_NT
S1219	IE_NT
S2369	IE_NT
S7450	DR_NT
S4247	IE_NT
S6420	DR_NT
S1220	IE_NT
S8901	TB_T
S8472	TB_NT
S6421	DR_NT
S1221	IE_NT
S1874	IE_NT
S5748	IE_NT
S2315	IE_NT
S1222	IE_NT
S6422	DR_NT
S7451	DR_NT
S4248	IE_NT
S4249	IE_NT
S132	DR_T
S3116	IE_NT
S133	DR_T
S4250	IE_NT
S265	DR_T
S8238	AA_T
S1223	IE_NT
S7452	DR_NT
S423	DR_T
S8922	TB_T
S1224	IE_NT
S6423	DR_NT
S4251	IE_NT
S134	DR_T
S9541	IE_T
S9606	IE_T
S1225	IE_NT
S3117	IE_NT
S1226	IE_NT
S2640	IE_NT
S1227	IE_NT
S8062	AA_T
S7135	DR_NT
S5537	IE_NT
S9120	IE_T
S5132	IE_NT
S3118	IE_NT
S8781	TB_T
S5749	IE_NT
S5750	IE_NT
S1228	IE_NT
S7938	AA_T
S4252	IE_NT
S4253	IE_NT
S7453	DR_NT
S1229	IE_NT
S7717	DR_NT
S2496	IE_NT
S9121	IE_T
S378	DR_T
S1230	IE_NT
S6424	DR_NT
S135	DR_T
S8612	TB_T
S9542	IE_T
S3119	IE_NT
S4254	IE_NT
S6425	DR_NT
S9122	IE_T
S8734	TB_T
S1231	IE_NT
S9123	IE_T
S3120	IE_NT
S4255	IE_NT
S7136	DR_NT
S3121	IE_NT
S4256	IE_NT
S6426	DR_NT
S3122	IE_NT
S8443	TB_NT
S4257	IE_NT
S6427	DR_NT
S4258	IE_NT
S4259	IE_NT
S4260	IE_NT
S6428	DR_NT
S6429	DR_NT
S6430	DR_NT
S4261	IE_NT
S8413	TB_NT
S9124	IE_T
S5538	IE_NT
S1232	IE_NT
S4262	IE_NT
S1233	IE_NT
S8027	AA_T
S1234	IE_NT
S4264	IE_NT
S3123	IE_NT
S5751	IE_NT
S5539	IE_NT
S7137	DR_NT
S9125	IE_T
S509	DR_T
S7619	DR_NT
S3124	IE_NT
S9126	IE_T
S7454	DR_NT
S8142	AA_T
S404	DR_T
S6431	DR_NT
S6432	DR_NT
S4265	IE_NT
S7138	DR_NT
S3125	IE_NT
S5133	IE_NT
S3126	IE_NT
S9127	IE_T
S1235	IE_NT
S4266	IE_NT
S1236	IE_NT
S4267	IE_NT
S4268	IE_NT
S9402	IE_T
S7139	DR_NT
S1237	IE_NT
S14	DR_T
S4269	IE_NT
S9128	IE_T
S2356	IE_NT
S5134	IE_NT
S6433	DR_NT
S6434	DR_NT
S1238	IE_NT
S4270	IE_NT
S6435	DR_NT
S1239	IE_NT
S4271	IE_NT
S5540	IE_NT
S8081	AA_T
S2287	IE_NT
S1903	IE_NT
S2276	IE_NT
S1240	IE_NT
S7140	DR_NT
S8271	AA_T
S5285	IE_NT
S9403	IE_T
S7141	DR_NT
S8846	TB_T
S8535	TB_T
S7142	DR_NT
S6436	DR_NT
S8143	AA_T
S7143	DR_NT
S8569	TB_T
S8187	AA_T
S6437	DR_NT
S3127	IE_NT
S5541	IE_NT
S8303	AA_T
S5752	IE_NT
S1241	IE_NT
S7698	DR_NT
S9129	IE_T
S3128	IE_NT
S5870	IE_NT
S1242	IE_NT
S6438	DR_NT
S298	DR_T
S7144	DR_NT
S6439	DR_NT
S7145	DR_NT
S4272	IE_NT
S3129	IE_NT
S6440	DR_NT
S3130	IE_NT
S9130	IE_T
S4273	IE_NT
S4274	IE_NT
S2324	IE_NT
S4275	IE_NT
S9131	IE_T
S1243	IE_NT
S9132	IE_T
S8079	AA_T
S8419	TB_NT
S4276	IE_NT
S4277	IE_NT
S136	DR_T
S4278	IE_NT
S5333	IE_NT
S2289	IE_NT
S8532	TB_T
S7146	DR_NT
S7147	DR_NT
S4279	IE_NT
S1928	IE_NT
S5135	IE_NT
S1965	IE_NT
S424	DR_T
S4280	IE_NT
S7148	DR_NT
S8357	TB_NT
S4281	IE_NT
S2723	IE_NT
S1942	IE_NT
S6441	DR_NT
S4282	IE_NT
S8376	TB_NT
S1244	IE_NT
S4283	IE_NT
S7149	DR_NT
S2340	IE_NT
S7455	DR_NT
S3131	IE_NT
S8304	AA_T
S307	DR_T
S6442	DR_NT
S7150	DR_NT
S1245	IE_NT
S5889	IE_NT
S8217	AA_T
S3132	IE_NT
S137	DR_T
S4285	IE_NT
S4286	IE_NT
S5753	IE_NT
S5878	IE_NT
S3133	IE_NT
S7151	DR_NT
S5754	IE_NT
S3134	IE_NT
S1946	IE_NT
S6443	DR_NT
S270	DR_T
S8144	AA_T
S3135	IE_NT
S9133	IE_T
S4287	IE_NT
S1918	IE_NT
S9134	IE_T
S2011	IE_NT
S8615	TB_T
S8234	AA_T
S1246	IE_NT
S5755	IE_NT
S7876	AA_T
S6444	DR_NT
S9543	IE_T
S5542	IE_NT
S2118	IE_NT
S8336	TB_NT
S4288	IE_NT
S2390	IE_NT
S7152	DR_NT
S1247	IE_NT
S1248	IE_NT
S6445	DR_NT
S1249	IE_NT
S4289	IE_NT
S7620	DR_NT
S7973	AA_T
S4290	IE_NT
S1250	IE_NT
S5756	IE_NT
S7818	AA_T
S8782	TB_T
S1251	IE_NT
S9404	IE_T
S1252	IE_NT
S8553	TB_T
S3136	IE_NT
S5296	IE_NT
S6446	DR_NT
S3137	IE_NT
S5543	IE_NT
S1253	IE_NT
S4291	IE_NT
S2564	IE_NT
S9135	IE_T
S2678	IE_NT
S8657	TB_T
S8083	AA_T
S4292	IE_NT
S3138	IE_NT
S1254	IE_NT
S4293	IE_NT
S9405	IE_T
S348	DR_T
S4294	IE_NT
S9136	IE_T
S4295	IE_NT
S3139	IE_NT
S8911	TB_T
S2368	IE_NT
S8783	TB_T
S1255	IE_NT
S6447	DR_NT
S1256	IE_NT
S4296	IE_NT
S7153	DR_NT
S6448	DR_NT
S6449	DR_NT
S3140	IE_NT
S7456	DR_NT
S138	DR_T
S8347	TB_NT
S7808	AA_T
S3141	IE_NT
S8145	AA_T
S1257	IE_NT
S8394	TB_NT
S4297	IE_NT
S6450	DR_NT
S7457	DR_NT
S4298	IE_NT
S139	DR_T
S1258	IE_NT
S5136	IE_NT
S1259	IE_NT
S2035	IE_NT
S2067	IE_NT
S8923	TB_T
S7718	DR_NT
S2446	IE_NT
S4299	IE_NT
S4300	IE_NT
S8146	AA_T
S4301	IE_NT
S9544	IE_T
S6451	DR_NT
S4302	IE_NT
S1260	IE_NT
S3142	IE_NT
S1261	IE_NT
S1262	IE_NT
S9137	IE_T
S7154	DR_NT
S5879	IE_NT
S4303	IE_NT
S140	DR_T
S9138	IE_T
S4304	IE_NT
S6452	DR_NT
S7458	DR_NT
S7155	DR_NT
S4305	IE_NT
S9139	IE_T
S5397	IE_NT
S1263	IE_NT
S4306	IE_NT
S4307	IE_NT
S3143	IE_NT
S8564	TB_T
S7156	DR_NT
S7730	AA_T
S1264	IE_NT
S8784	TB_T
S2563	IE_NT
S8642	TB_T
S7740	AA_T
S6453	DR_NT
S6454	DR_NT
S1265	IE_NT
S8147	AA_T
S4308	IE_NT
S1266	IE_NT
S6455	DR_NT
S7459	DR_NT
S9140	IE_T
S1267	IE_NT
S141	DR_T
S6456	DR_NT
S4309	IE_NT
S2668	IE_NT
S4310	IE_NT
S8148	AA_T
S3144	IE_NT
S7157	DR_NT
S1268	IE_NT
S9141	IE_T
S7158	DR_NT
S9406	IE_T
S7159	DR_NT
S9607	IE_T
S4311	IE_NT
S4312	IE_NT
S6457	DR_NT
S8691	TB_T
S9142	IE_T
S379	DR_T
S8554	TB_T
S2113	IE_NT
S6458	DR_NT
S8149	AA_T
S1269	IE_NT
S4313	IE_NT
S2731	IE_NT
S3145	IE_NT
S8688	TB_T
S1270	IE_NT
S5137	IE_NT
S6459	DR_NT
S7460	DR_NT
S4314	IE_NT
S7160	DR_NT
S4315	IE_NT
S6460	DR_NT
S1271	IE_NT
S1272	IE_NT
S6461	DR_NT
S7461	DR_NT
S4316	IE_NT
S1273	IE_NT
S4317	IE_NT
S1274	IE_NT
S7161	DR_NT
S9545	IE_T
S8457	TB_NT
S2788	IE_NT
S1275	IE_NT
S4318	IE_NT
S7462	DR_NT
S142	DR_T
S4319	IE_NT
S1276	IE_NT
S5283	IE_NT
S1277	IE_NT
S7463	DR_NT
S6462	DR_NT
S2345	IE_NT
S6463	DR_NT
S295	DR_T
S5419	IE_NT
S3146	IE_NT
S4321	IE_NT
S143	DR_T
S5138	IE_NT
S3147	IE_NT
S1278	IE_NT
S7929	AA_T
S2611	IE_NT
S8072	AA_T
S2127	IE_NT
S4322	IE_NT
S4323	IE_NT
S3148	IE_NT
S2064	IE_NT
S8584	TB_T
S9407	IE_T
S4324	IE_NT
S4325	IE_NT
S6464	DR_NT
S6465	DR_NT
S5914	IE_NT
S2068	IE_NT
S1886	IE_NT
S4326	IE_NT
S1279	IE_NT
S8219	AA_T
S2282	IE_NT
S144	DR_T
S145	DR_T
S4327	IE_NT
S7162	DR_NT
S6466	DR_NT
S5757	IE_NT
S4328	IE_NT
S4329	IE_NT
S6467	DR_NT
S8924	TB_T
S4330	IE_NT
S4331	IE_NT
S1280	IE_NT
S5139	IE_NT
S1281	IE_NT
S5758	IE_NT
S5140	IE_NT
S7736	AA_T
S1282	IE_NT
S6468	DR_NT
S4332	IE_NT
S9143	IE_T
S2173	IE_NT
S5544	IE_NT
S6469	DR_NT
S2362	IE_NT
S6470	DR_NT
S2425	IE_NT
S7775	AA_T
S8425	TB_NT
S452	DR_T
S7815	AA_T
S8210	AA_T
S7163	DR_NT
S9546	IE_T
S4333	IE_NT
S2627	IE_NT
S7464	DR_NT
S5331	IE_NT
S9547	IE_T
S1283	IE_NT
S7465	DR_NT
S8694	TB_T
S9144	IE_T
S8671	TB_T
S9145	IE_T
S6471	DR_NT
S3149	IE_NT
S6472	DR_NT
S6473	DR_NT
S7699	DR_NT
S5759	IE_NT
S2675	IE_NT
S7466	DR_NT
S4334	IE_NT
S1284	IE_NT
S7795	AA_T
S5141	IE_NT
S1879	IE_NT
S2757	IE_NT
S6474	DR_NT
S7621	DR_NT
S6475	DR_NT
S521	DR_T
S8231	AA_T
S9146	IE_T
S6476	DR_NT
S8670	TB_T
S3150	IE_NT
S4335	IE_NT
S5760	IE_NT
S3151	IE_NT
S146	DR_T
S6477	DR_NT
S3152	IE_NT
S4336	IE_NT
S1285	IE_NT
S1286	IE_NT
S1287	IE_NT
S1288	IE_NT
S7622	DR_NT
S6478	DR_NT
S9147	IE_T
S4337	IE_NT
S4338	IE_NT
S6479	DR_NT
S1289	IE_NT
S2373	IE_NT
S3153	IE_NT
S9409	IE_T
S7164	DR_NT
S4339	IE_NT
S7467	DR_NT
S7165	DR_NT
S3154	IE_NT
S7166	DR_NT
S7468	DR_NT
S4340	IE_NT
S8150	AA_T
S4341	IE_NT
S498	DR_T
S2333	IE_NT
S5762	IE_NT
S1290	IE_NT
S7469	DR_NT
S147	DR_T
S9148	IE_T
S7932	AA_T
S7167	DR_NT
S4342	IE_NT
S1291	IE_NT
S5871	IE_NT
S261	DR_T
S1292	IE_NT
S3155	IE_NT
S9633	IE_T
S4343	IE_NT
S8545	TB_T
S6480	DR_NT
S6481	DR_NT
S7623	DR_NT
S4344	IE_NT
S6482	DR_NT
S9410	IE_T
S8274	AA_T
S7866	AA_T
S3156	IE_NT
S148	DR_T
S7470	DR_NT
S7168	DR_NT
S1293	IE_NT
S313	DR_T
S5142	IE_NT
S8667	TB_T
S8562	TB_T
S4345	IE_NT
S7471	DR_NT
S1294	IE_NT
S2019	IE_NT
S2192	IE_NT
S2284	IE_NT
S5143	IE_NT
S9411	IE_T
S149	DR_T
S6483	DR_NT
S9412	IE_T
S4346	IE_NT
S9149	IE_T
S4347	IE_NT
S4348	IE_NT
S4349	IE_NT
S1295	IE_NT
S1878	IE_NT
S3157	IE_NT
S8068	AA_T
S5545	IE_NT
S150	DR_T
S1296	IE_NT
S4350	IE_NT
S5321	IE_NT
S3158	IE_NT
S4351	IE_NT
S9548	IE_T
S4352	IE_NT
S4353	IE_NT
S7169	DR_NT
S1297	IE_NT
S4354	IE_NT
S7170	DR_NT
S9150	IE_T
S8539	TB_T
S6484	DR_NT
S4355	IE_NT
S8412	TB_NT
S7171	DR_NT
S5763	IE_NT
S4356	IE_NT
S1298	IE_NT
S6485	DR_NT
S8444	TB_NT
S9151	IE_T
S6486	DR_NT
S4357	IE_NT
S8389	TB_NT
S2517	IE_NT
S9413	IE_T
S4358	IE_NT
S151	DR_T
S6487	DR_NT
S8894	TB_T
S4359	IE_NT
S3159	IE_NT
S2139	IE_NT
S3160	IE_NT
S4360	IE_NT
S3161	IE_NT
S4361	IE_NT
S6488	DR_NT
S4362	IE_NT
S8649	TB_T
S3162	IE_NT
S8835	TB_T
S3163	IE_NT
S4363	IE_NT
S2750	IE_NT
S3164	IE_NT
S5279	IE_NT
S2440	IE_NT
S7900	AA_T
S1299	IE_NT
S6489	DR_NT
S1300	IE_NT
S4364	IE_NT
S1301	IE_NT
S1302	IE_NT
S1303	IE_NT
S5144	IE_NT
S5764	IE_NT
S4365	IE_NT
S6490	DR_NT
S1304	IE_NT
S8409	TB_NT
S7869	AA_T
S1305	IE_NT
S4366	IE_NT
S7983	AA_T
S152	DR_T
S4367	IE_NT
S515	DR_T
S1306	IE_NT
S6491	DR_NT
S3165	IE_NT
S4368	IE_NT
S5145	IE_NT
S7472	DR_NT
S9152	IE_T
S5765	IE_NT
S4369	IE_NT
S9153	IE_T
S2648	IE_NT
S1307	IE_NT
S1883	IE_NT
S6492	DR_NT
S4370	IE_NT
S4371	IE_NT
S1308	IE_NT
S3166	IE_NT
S5546	IE_NT
S4372	IE_NT
S5766	IE_NT
S2042	IE_NT
S9362	IE_T
S7624	DR_NT
S5146	IE_NT
S4373	IE_NT
S7838	AA_T
S5383	IE_NT
S7172	DR_NT
S3167	IE_NT
S7837	AA_T
S2169	IE_NT
S5767	IE_NT
S3168	IE_NT
S1309	IE_NT
S2229	IE_NT
S1310	IE_NT
S5265	IE_NT
S6493	DR_NT
S6494	DR_NT
S434	DR_T
S7173	DR_NT
S1311	IE_NT
S7840	AA_T
S1312	IE_NT
S4374	IE_NT
S2204	IE_NT
S1313	IE_NT
S1314	IE_NT
S5547	IE_NT
S4375	IE_NT
S1315	IE_NT
S7911	AA_T
S6495	DR_NT
S7733	AA_T
S7174	DR_NT
S1316	IE_NT
S5267	IE_NT
S1317	IE_NT
S9154	IE_T
S7945	AA_T
S2076	IE_NT
S349	DR_T
S7175	DR_NT
S5147	IE_NT
S2431	IE_NT
S3169	IE_NT
S4376	IE_NT
S8305	AA_T
S8378	TB_NT
S9155	IE_T
S4377	IE_NT
S3170	IE_NT
S8371	TB_NT
S380	DR_T
S6496	DR_NT
S8706	TB_T
S4378	IE_NT
S9414	IE_T
S1318	IE_NT
S7473	DR_NT
S9156	IE_T
S9415	IE_T
S6497	DR_NT
S8891	TB_T
S8151	AA_T
S5548	IE_NT
S2447	IE_NT
S6498	DR_NT
S6499	DR_NT
S2457	IE_NT
S7176	DR_NT
S5148	IE_NT
S5549	IE_NT
S6500	DR_NT
S2065	IE_NT
S8735	TB_T
S1319	IE_NT
S6501	DR_NT
S4379	IE_NT
S1320	IE_NT
S9157	IE_T
S6502	DR_NT
S6503	DR_NT
S4380	IE_NT
S6504	DR_NT
S6505	DR_NT
S5550	IE_NT
S4381	IE_NT
S425	DR_T
S4382	IE_NT
S4383	IE_NT
S8374	TB_NT
S381	DR_T
S6506	DR_NT
S8933	IE_T
S7874	AA_T
S8785	TB_T
S1321	IE_NT
S9608	IE_T
S1322	IE_NT
S1323	IE_NT
S2097	IE_NT
S4384	IE_NT
S6507	DR_NT
S3171	IE_NT
S5408	IE_NT
S9158	IE_T
S7745	AA_T
S2643	IE_NT
S7625	DR_NT
S4385	IE_NT
S6508	DR_NT
S4386	IE_NT
S4387	IE_NT
S4388	IE_NT
S4389	IE_NT
S4390	IE_NT
S8262	AA_T
S3172	IE_NT
S6509	DR_NT
S1324	IE_NT
S7859	AA_T
S7923	AA_T
S1325	IE_NT
S3173	IE_NT
S2604	IE_NT
S8195	AA_T
S6510	DR_NT
S153	DR_T
S6511	DR_NT
S7700	DR_NT
S8054	AA_T
S7474	DR_NT
S1326	IE_NT
S4391	IE_NT
S6512	DR_NT
S9159	IE_T
S8699	TB_T
S1327	IE_NT
S1328	IE_NT
S9160	IE_T
S3174	IE_NT
S8016	AA_T
S7177	DR_NT
S6513	DR_NT
S504	DR_T
S4392	IE_NT
S5551	IE_NT
S4393	IE_NT
S8437	TB_NT
S4394	IE_NT
S5769	IE_NT
S2779	IE_NT
S8265	AA_T
S2124	IE_NT
S2685	IE_NT
S4395	IE_NT
S7178	DR_NT
S453	DR_T
S6514	DR_NT
S4396	IE_NT
S2609	IE_NT
S1938	IE_NT
S9549	IE_T
S5400	IE_NT
S154	DR_T
S5459	IE_NT
S9609	IE_T
S8786	TB_T
S308	DR_T
S8225	AA_T
S5149	IE_NT
S155	DR_T
S2518	IE_NT
S6515	DR_NT
S7179	DR_NT
S4397	IE_NT
S7180	DR_NT
S4398	IE_NT
S8860	TB_T
S4399	IE_NT
S3175	IE_NT
S8370	TB_NT
S4400	IE_NT
S3176	IE_NT
S2550	IE_NT
S8390	TB_NT
S6516	DR_NT
S6517	DR_NT
S2766	IE_NT
S6518	DR_NT
S5410	IE_NT
S7475	DR_NT
S1329	IE_NT
S4401	IE_NT
S4402	IE_NT
S1330	IE_NT
S1331	IE_NT
S4403	IE_NT
S1332	IE_NT
S1985	IE_NT
S7181	DR_NT
S8551	TB_T
S5900	IE_NT
S3177	IE_NT
S4404	IE_NT
S6519	DR_NT
S4405	IE_NT
S1333	IE_NT
S6520	DR_NT
S8495	TB_T
S3178	IE_NT
S1987	IE_NT
S9161	IE_T
S6521	DR_NT
S6522	DR_NT
S2544	IE_NT
S1334	IE_NT
S6523	DR_NT
S1335	IE_NT
S3179	IE_NT
S8890	TB_T
S471	DR_T
S454	DR_T
S8572	TB_T
S7912	AA_T
S6524	DR_NT
S6525	DR_NT
S8748	TB_T
S1336	IE_NT
S1337	IE_NT
S8912	TB_T
S8632	TB_T
S2802	IE_NT
S6526	DR_NT
S350	DR_T
S7476	DR_NT
S1338	IE_NT
S8787	TB_T
S9162	IE_T
S8152	AA_T
S5339	IE_NT
S9163	IE_T
S4406	IE_NT
S1339	IE_NT
S4407	IE_NT
S7477	DR_NT
S4408	IE_NT
S7182	DR_NT
S9416	IE_T
S4409	IE_NT
S3180	IE_NT
