Sample	Clusters
S3695	IE_NT
S3696	IE_NT
S2896	IE_NT
S3697	IE_NT
S2897	IE_NT
S6067	DR_NT
S5643	IE_NT
S8994	IE_T
S2898	IE_NT
S2458	IE_NT
S3698	IE_NT
S7934	AA_T
S8607	TB_T
S3699	IE_NT
S754	IE_NT
S6068	DR_NT
S8842	TB_T
S3700	IE_NT
S755	IE_NT
S5644	IE_NT
S6995	DR_NT
S8383	TB_NT
S8995	IE_T
S7381	DR_NT
S2899	IE_NT
S6996	DR_NT
S3701	IE_NT
S3702	IE_NT
S7689	DR_NT
S6069	DR_NT
S3703	IE_NT
S756	IE_NT
S3704	IE_NT
S9589	IE_T
S6070	DR_NT
S5645	IE_NT
S8996	IE_T
S7964	AA_T
S757	IE_NT
S6071	DR_NT
S3705	IE_NT
S9508	IE_T
S2900	IE_NT
S8233	AA_T
S5421	IE_NT
S5040	IE_NT
S8530	TB_T
S3706	IE_NT
S6997	DR_NT
S2465	IE_NT
S2622	IE_NT
S8997	IE_T
S7821	AA_T
S8757	TB_T
S9509	IE_T
S6998	DR_NT
S758	IE_NT
S5436	IE_NT
S3707	IE_NT
S759	IE_NT
S8998	IE_T
S491	DR_T
S3708	IE_NT
S8220	AA_T
S487	DR_T
S760	IE_NT
S8999	IE_T
S761	IE_NT
S3709	IE_NT
S762	IE_NT
S2547	IE_NT
S2901	IE_NT
S6072	DR_NT
S9510	IE_T
S5041	IE_NT
S2698	IE_NT
S763	IE_NT
S3710	IE_NT
S764	IE_NT
S5377	IE_NT
S7820	AA_T
S6073	DR_NT
S6074	DR_NT
S6999	DR_NT
S6075	DR_NT
S6076	DR_NT
S2902	IE_NT
S2354	IE_NT
S2148	IE_NT
S3711	IE_NT
S544	IE_NT
S1991	IE_NT
S3712	IE_NT
S765	IE_NT
S2551	IE_NT
S2759	IE_NT
S8465	TB_NT
S3713	IE_NT
S3714	IE_NT
S3715	IE_NT
S3716	IE_NT
S766	IE_NT
S3717	IE_NT
S8467	TB_NT
S3718	IE_NT
S7382	DR_NT
S7000	DR_NT
S3719	IE_NT
S2639	IE_NT
S2903	IE_NT
S767	IE_NT
S5908	IE_NT
S3720	IE_NT
S6077	DR_NT
S6078	DR_NT
S768	IE_NT
S6079	DR_NT
S769	IE_NT
S3721	IE_NT
S2904	IE_NT
S3722	IE_NT
S8022	AA_T
S770	IE_NT
S7746	AA_T
S8647	TB_T
S8590	TB_T
S9000	IE_T
S3723	IE_NT
S6080	DR_NT
S8758	TB_T
S7728	AA_T
S8106	AA_T
S8700	TB_T
S3724	IE_NT
S5362	IE_NT
S6081	DR_NT
S771	IE_NT
S3725	IE_NT
S772	IE_NT
S3726	IE_NT
S3727	IE_NT
S9511	IE_T
S3728	IE_NT
S773	IE_NT
S8837	TB_T
S9512	IE_T
S774	IE_NT
S3729	IE_NT
S9332	IE_T
S3730	IE_NT
S8588	TB_T
S7001	DR_NT
S5334	IE_NT
S6082	DR_NT
S2582	IE_NT
S2624	IE_NT
S2510	IE_NT
S3731	IE_NT
S2905	IE_NT
S3732	IE_NT
S6083	DR_NT
S6084	DR_NT
S5042	IE_NT
S3733	IE_NT
S410	DR_T
S9001	IE_T
S775	IE_NT
S5909	IE_NT
S3734	IE_NT
S776	IE_NT
S5646	IE_NT
S9002	IE_T
S7383	DR_NT
S777	IE_NT
S47	DR_T
S5647	IE_NT
S3735	IE_NT
S2906	IE_NT
S7002	DR_NT
S6085	DR_NT
S9003	IE_T
S3736	IE_NT
S8678	TB_T
S8059	AA_T
S2907	IE_NT
S2908	IE_NT
S778	IE_NT
S6086	DR_NT
S1958	IE_NT
S9004	IE_T
S6087	DR_NT
S6088	DR_NT
S3737	IE_NT
S779	IE_NT
S9005	IE_T
S780	IE_NT
S781	IE_NT
S3738	IE_NT
S782	IE_NT
S9513	IE_T
S783	IE_NT
S7003	DR_NT
S8264	AA_T
S2909	IE_NT
S3739	IE_NT
S5043	IE_NT
S1982	IE_NT
S3740	IE_NT
S784	IE_NT
S3741	IE_NT
S8107	AA_T
S2638	IE_NT
S6089	DR_NT
S785	IE_NT
S2732	IE_NT
S6090	DR_NT
S2473	IE_NT
S2295	IE_NT
S7004	DR_NT
S2910	IE_NT
S3742	IE_NT
S786	IE_NT
S280	DR_T
S787	IE_NT
S8759	TB_T
S788	IE_NT
S2222	IE_NT
S789	IE_NT
S8031	AA_T
S9006	IE_T
S7384	DR_NT
S7583	DR_NT
S1909	IE_NT
S8108	AA_T
S2778	IE_NT
S2450	IE_NT
S8845	TB_T
S3743	IE_NT
S5649	IE_NT
S5044	IE_NT
S6091	DR_NT
S790	IE_NT
S6092	DR_NT
S5650	IE_NT
S7787	AA_T
S370	DR_T
S3744	IE_NT
S9514	IE_T
S6093	DR_NT
S791	IE_NT
S6094	DR_NT
S2911	IE_NT
S2912	IE_NT
S9007	IE_T
S2913	IE_NT
S6095	DR_NT
S48	DR_T
S49	DR_T
S792	IE_NT
S4019	IE_NT
S5045	IE_NT
S793	IE_NT
S7584	DR_NT
S2914	IE_NT
S50	DR_T
S794	IE_NT
S51	DR_T
S9636	IE_T
S9008	IE_T
S6096	DR_NT
S9629	IE_T
S6097	DR_NT
S441	DR_T
S5284	IE_NT
S7385	DR_NT
S795	IE_NT
S6098	DR_NT
S6099	DR_NT
S5374	IE_NT
S9009	IE_T
S3745	IE_NT
S8625	TB_T
S6100	DR_NT
S9590	IE_T
S2402	IE_NT
S9591	IE_T
S6101	DR_NT
S2749	IE_NT
S3746	IE_NT
S8216	AA_T
S6102	DR_NT
S3747	IE_NT
S9592	IE_T
S796	IE_NT
S5895	IE_NT
S6103	DR_NT
S5651	IE_NT
S8109	AA_T
S9010	IE_T
S2915	IE_NT
S5363	IE_NT
S9333	IE_T
S6104	DR_NT
S6105	DR_NT
S2916	IE_NT
S5652	IE_NT
S6106	DR_NT
S8014	AA_T
S2661	IE_NT
S1954	IE_NT
S9011	IE_T
S8328	TB_NT
S8007	AA_T
S2917	IE_NT
S9012	IE_T
S8329	TB_NT
S3748	IE_NT
S797	IE_NT
S3749	IE_NT
S2918	IE_NT
S3750	IE_NT
S3751	IE_NT
S8882	TB_T
S798	IE_NT
S799	IE_NT
S3752	IE_NT
S5653	IE_NT
S2077	IE_NT
S506	DR_T
S8110	AA_T
S800	IE_NT
S6107	DR_NT
S6108	DR_NT
S2919	IE_NT
S5489	IE_NT
S6109	DR_NT
S7005	DR_NT
S801	IE_NT
S5654	IE_NT
S5761	IE_NT
S9013	IE_T
S7896	AA_T
S6110	DR_NT
S507	DR_T
S6111	DR_NT
S2920	IE_NT
S802	IE_NT
S6112	DR_NT
S6113	DR_NT
S803	IE_NT
S9014	IE_T
S8500	TB_T
S9015	IE_T
S2704	IE_NT
S5655	IE_NT
S7386	DR_NT
S8631	TB_T
S6114	DR_NT
S804	IE_NT
S1984	IE_NT
S8086	AA_T
S2070	IE_NT
S7006	DR_NT
S2921	IE_NT
S5862	IE_NT
S805	IE_NT
S8342	TB_NT
S8829	TB_T
S806	IE_NT
S8361	TB_NT
S6115	DR_NT
S6116	DR_NT
S8760	TB_T
S6117	DR_NT
S2922	IE_NT
S6118	DR_NT
S9016	IE_T
S3753	IE_NT
S5490	IE_NT
S3754	IE_NT
S2422	IE_NT
S7585	DR_NT
S6119	DR_NT
S5883	IE_NT
S3755	IE_NT
S289	DR_T
S52	DR_T
S807	IE_NT
S6120	DR_NT
S8593	TB_T
S8327	TB_NT
S2923	IE_NT
S3756	IE_NT
S7586	DR_NT
S3757	IE_NT
S808	IE_NT
S494	DR_T
S7832	AA_T
S8761	TB_T
S9017	IE_T
S6121	DR_NT
S3758	IE_NT
S7791	AA_T
S809	IE_NT
S7986	AA_T
S1920	IE_NT
S3759	IE_NT
S2924	IE_NT
S7387	DR_NT
S6122	DR_NT
S8710	TB_T
S3760	IE_NT
S810	IE_NT
S6123	DR_NT
S8260	AA_T
S811	IE_NT
S812	IE_NT
S813	IE_NT
S2434	IE_NT
S2006	IE_NT
S7007	DR_NT
S8111	AA_T
S2492	IE_NT
S814	IE_NT
S8049	AA_T
S9018	IE_T
S3761	IE_NT
S8339	TB_NT
S815	IE_NT
S816	IE_NT
S3762	IE_NT
S817	IE_NT
S5491	IE_NT
S317	DR_T
S269	DR_T
S3763	IE_NT
S7925	AA_T
S8204	AA_T
S8840	TB_T
S8298	AA_T
S6124	DR_NT
S8831	TB_T
S2000	IE_NT
S818	IE_NT
S8839	TB_T
S53	DR_T
S2925	IE_NT
S5910	IE_NT
S9019	IE_T
S2798	IE_NT
S2926	IE_NT
S819	IE_NT
S7758	AA_T
S3764	IE_NT
S54	DR_T
S3765	IE_NT
S1949	IE_NT
S2927	IE_NT
S2928	IE_NT
S2929	IE_NT
S7008	DR_NT
S7009	DR_NT
S6125	DR_NT
S239	DR_T
S55	DR_T
S820	IE_NT
S2460	IE_NT
S8863	TB_T
S2172	IE_NT
S5046	IE_NT
S3766	IE_NT
S821	IE_NT
S7388	DR_NT
S6126	DR_NT
S822	IE_NT
S283	DR_T
S56	DR_T
S2488	IE_NT
S6127	DR_NT
S5274	IE_NT
S2157	IE_NT
S8076	AA_T
S5656	IE_NT
S2783	IE_NT
S8636	TB_T
S823	IE_NT
S9020	IE_T
S57	DR_T
S335	DR_T
S3767	IE_NT
S8523	TB_T
S7010	DR_NT
S3768	IE_NT
S824	IE_NT
S5047	IE_NT
S8709	TB_T
S3769	IE_NT
S825	IE_NT
S5492	IE_NT
S2710	IE_NT
S6128	DR_NT
S826	IE_NT
S2743	IE_NT
S1868	IE_NT
S6129	DR_NT
S3770	IE_NT
S827	IE_NT
S3771	IE_NT
S2784	IE_NT
S3772	IE_NT
S2930	IE_NT
S3773	IE_NT
S2261	IE_NT
S828	IE_NT
S5312	IE_NT
S2360	IE_NT
S5657	IE_NT
S8112	AA_T
S2007	IE_NT
S2739	IE_NT
S7587	DR_NT
S2791	IE_NT
S2630	IE_NT
S3774	IE_NT
S58	DR_T
S8558	TB_T
S8279	AA_T
S6130	DR_NT
S8272	AA_T
S6131	DR_NT
S5658	IE_NT
S6132	DR_NT
S829	IE_NT
S7011	DR_NT
S7790	AA_T
S6133	DR_NT
S7012	DR_NT
S6134	DR_NT
S2931	IE_NT
S5659	IE_NT
S5307	IE_NT
S9334	IE_T
S8902	TB_T
S8521	TB_T
S2057	IE_NT
S3775	IE_NT
S7961	AA_T
S830	IE_NT
S7389	DR_NT
S3776	IE_NT
S10	DR_T
S3777	IE_NT
S3778	IE_NT
S7390	DR_NT
S3779	IE_NT
S442	DR_T
S303	DR_T
S9335	IE_T
S3780	IE_NT
S831	IE_NT
S9021	IE_T
S832	IE_NT
S7013	DR_NT
S9336	IE_T
S5648	IE_NT
S6135	DR_NT
S3781	IE_NT
S833	IE_NT
S7992	AA_T
S8856	TB_T
S2932	IE_NT
S3507	IE_NT
S8916	TB_T
S3782	IE_NT
S7871	AA_T
S3783	IE_NT
S9022	IE_T
S834	IE_NT
S7014	DR_NT
S6136	DR_NT
S1971	IE_NT
S5493	IE_NT
S268	DR_T
S835	IE_NT
S2673	IE_NT
S2933	IE_NT
S1919	IE_NT
S3784	IE_NT
S6137	DR_NT
S3785	IE_NT
S8744	TB_T
S6138	DR_NT
S836	IE_NT
S837	IE_NT
S838	IE_NT
S7889	AA_T
S7888	AA_T
S411	DR_T
S2934	IE_NT
S3786	IE_NT
S839	IE_NT
S840	IE_NT
S6139	DR_NT
S841	IE_NT
S9023	IE_T
S7015	DR_NT
S3787	IE_NT
S842	IE_NT
S2935	IE_NT
S3788	IE_NT
S8113	AA_T
S59	DR_T
S843	IE_NT
S2013	IE_NT
S2936	IE_NT
S9024	IE_T
S2650	IE_NT
S2237	IE_NT
S844	IE_NT
S8697	TB_T
S845	IE_NT
S2181	IE_NT
S5660	IE_NT
S527	DR_T
S2937	IE_NT
S5048	IE_NT
S6140	DR_NT
S6141	DR_NT
S846	IE_NT
S6142	DR_NT
S847	IE_NT
S848	IE_NT
S3790	IE_NT
S7016	DR_NT
S5049	IE_NT
S5050	IE_NT
S5494	IE_NT
S7391	DR_NT
S8474	TB_NT
S9025	IE_T
S6143	DR_NT
S3791	IE_NT
S2047	IE_NT
S469	DR_T
S3792	IE_NT
S6144	DR_NT
S8345	TB_NT
S3793	IE_NT
S3794	IE_NT
S8114	AA_T
S849	IE_NT
S2938	IE_NT
S9026	IE_T
S5495	IE_NT
S6145	DR_NT
S8424	TB_NT
S5391	IE_NT
S7966	AA_T
S2420	IE_NT
S5051	IE_NT
S2939	IE_NT
S3795	IE_NT
S2940	IE_NT
S6146	DR_NT
S850	IE_NT
S7017	DR_NT
S851	IE_NT
S2941	IE_NT
S9027	IE_T
S852	IE_NT
S853	IE_NT
S5052	IE_NT
S2942	IE_NT
S3796	IE_NT
S2483	IE_NT
S7018	DR_NT
S3797	IE_NT
S9337	IE_T
S8392	TB_NT
S854	IE_NT
S8931	TB_T
S8603	TB_T
S855	IE_NT
S856	IE_NT
S857	IE_NT
S858	IE_NT
S7392	DR_NT
S324	DR_T
S7019	DR_NT
S7393	DR_NT
S7588	DR_NT
S9028	IE_T
S2943	IE_NT
S5053	IE_NT
S7020	DR_NT
S6147	DR_NT
S5661	IE_NT
S6148	DR_NT
S3798	IE_NT
S859	IE_NT
S860	IE_NT
S7812	AA_T
S7690	DR_NT
S861	IE_NT
S862	IE_NT
S3799	IE_NT
S7394	DR_NT
S3800	IE_NT
S3801	IE_NT
S5054	IE_NT
S6149	DR_NT
S6150	DR_NT
S9338	IE_T
S7021	DR_NT
S2944	IE_NT
S6151	DR_NT
S2093	IE_NT
S9029	IE_T
S3802	IE_NT
S6152	DR_NT
S5662	IE_NT
S2240	IE_NT
S9030	IE_T
S6153	DR_NT
S5342	IE_NT
S3803	IE_NT
S3804	IE_NT
S60	DR_T
S2292	IE_NT
S9593	IE_T
S412	DR_T
S3805	IE_NT
S3806	IE_NT
S3807	IE_NT
S61	DR_T
S5055	IE_NT
S3808	IE_NT
S272	DR_T
S9339	IE_T
S6154	DR_NT
S5663	IE_NT
S6155	DR_NT
S8346	TB_NT
S2538	IE_NT
S3809	IE_NT
S3810	IE_NT
S6156	DR_NT
S3811	IE_NT
S7852	AA_T
S863	IE_NT
S7849	AA_T
S2945	IE_NT
S3812	IE_NT
S9031	IE_T
S5664	IE_NT
S7395	DR_NT
S1927	IE_NT
S864	IE_NT
S62	DR_T
S1945	IE_NT
S2946	IE_NT
S3813	IE_NT
S5496	IE_NT
S1907	IE_NT
S5056	IE_NT
S3814	IE_NT
S6157	DR_NT
S6158	DR_NT
S7022	DR_NT
S6159	DR_NT
S6160	DR_NT
S5261	IE_NT
S63	DR_T
S3815	IE_NT
S865	IE_NT
S5665	IE_NT
S866	IE_NT
S867	IE_NT
S6161	DR_NT
S3816	IE_NT
S868	IE_NT
S7023	DR_NT
S869	IE_NT
S3817	IE_NT
S1869	IE_NT
S870	IE_NT
S310	DR_T
S9515	IE_T
S9032	IE_T
S2947	IE_NT
S6162	DR_NT
S7024	DR_NT
S64	DR_T
S3818	IE_NT
S7954	AA_T
S871	IE_NT
S3819	IE_NT
S872	IE_NT
S2182	IE_NT
S65	DR_T
S873	IE_NT
S2948	IE_NT
S3820	IE_NT
S8053	AA_T
S539	IE_NT
S6163	DR_NT
S2144	IE_NT
S874	IE_NT
S2556	IE_NT
S2949	IE_NT
S3821	IE_NT
S248	DR_T
S3822	IE_NT
S3823	IE_NT
S2462	IE_NT
S6164	DR_NT
S875	IE_NT
S5497	IE_NT
S876	IE_NT
S3824	IE_NT
S3825	IE_NT
S7025	DR_NT
S401	DR_T
S6165	DR_NT
S7026	DR_NT
S6166	DR_NT
S1906	IE_NT
S9033	IE_T
S3826	IE_NT
S2950	IE_NT
S877	IE_NT
S6167	DR_NT
S5057	IE_NT
S878	IE_NT
S7027	DR_NT
S5058	IE_NT
S6168	DR_NT
S879	IE_NT
S1870	IE_NT
S2951	IE_NT
S3827	IE_NT
S9034	IE_T
S3828	IE_NT
S2952	IE_NT
S2953	IE_NT
S3829	IE_NT
S880	IE_NT
S881	IE_NT
S7589	DR_NT
S3830	IE_NT
S6169	DR_NT
S3831	IE_NT
S413	DR_T
S2306	IE_NT
S6170	DR_NT
S3832	IE_NT
S2308	IE_NT
S5666	IE_NT
S3833	IE_NT
S2329	IE_NT
S882	IE_NT
S2194	IE_NT
S883	IE_NT
S884	IE_NT
S2707	IE_NT
S2001	IE_NT
S2954	IE_NT
S5271	IE_NT
S3834	IE_NT
S2263	IE_NT
S7028	DR_NT
S66	DR_T
S9516	IE_T
S5257	IE_NT
S8115	AA_T
S2154	IE_NT
S2955	IE_NT
S6171	DR_NT
S885	IE_NT
S6172	DR_NT
S8494	TB_T
S886	IE_NT
S8762	TB_T
S9035	IE_T
S887	IE_NT
S9340	IE_T
S5498	IE_NT
S6173	DR_NT
S2290	IE_NT
S2566	IE_NT
S9630	IE_T
S2207	IE_NT
S888	IE_NT
S8763	TB_T
S3835	IE_NT
S6174	DR_NT
S2956	IE_NT
S889	IE_NT
S3836	IE_NT
S6175	DR_NT
S9341	IE_T
S6176	DR_NT
S2957	IE_NT
S2958	IE_NT
S2959	IE_NT
S890	IE_NT
S8373	TB_NT
S8487	TB_T
S7999	AA_T
S891	IE_NT
S2960	IE_NT
S5386	IE_NT
S9342	IE_T
S4447	IE_NT
S2621	IE_NT
S67	DR_T
S68	DR_T
S2961	IE_NT
S2300	IE_NT
S2962	IE_NT
S4474	IE_NT
S1986	IE_NT
S2963	IE_NT
S7984	AA_T
S7029	DR_NT
S3837	IE_NT
S414	DR_T
S8275	AA_T
S5896	IE_NT
S6177	DR_NT
S9036	IE_T
S3838	IE_NT
S3839	IE_NT
S8352	TB_NT
S2964	IE_NT
S5888	IE_NT
S2691	IE_NT
S2965	IE_NT
S8404	TB_NT
S1890	IE_NT
S3840	IE_NT
S9594	IE_T
S5270	IE_NT
S5667	IE_NT
S2966	IE_NT
S892	IE_NT
S893	IE_NT
S2967	IE_NT
S6178	DR_NT
S2968	IE_NT
S3841	IE_NT
S5668	IE_NT
S3842	IE_NT
S1911	IE_NT
S443	DR_T
S5059	IE_NT
S9631	IE_T
S3843	IE_NT
S69	DR_T
S2527	IE_NT
S7396	DR_NT
S2365	IE_NT
S894	IE_NT
S7753	AA_T
S7030	DR_NT
S3844	IE_NT
S2969	IE_NT
S9595	IE_T
S895	IE_NT
S236	DR_T
S6179	DR_NT
S2378	IE_NT
S7397	DR_NT
S896	IE_NT
S5499	IE_NT
S2468	IE_NT
S5669	IE_NT
S70	DR_T
S6180	DR_NT
S897	IE_NT
S3845	IE_NT
S8526	TB_T
S5060	IE_NT
S3846	IE_NT
S5061	IE_NT
S898	IE_NT
S3847	IE_NT
S3848	IE_NT
S7783	AA_T
S371	DR_T
S5670	IE_NT
S2658	IE_NT
S6181	DR_NT
S7590	DR_NT
S9343	IE_T
S6182	DR_NT
S7031	DR_NT
S9037	IE_T
S2970	IE_NT
S3849	IE_NT
S899	IE_NT
S6183	DR_NT
S8605	TB_T
S2423	IE_NT
S6184	DR_NT
S900	IE_NT
S8388	TB_NT
S901	IE_NT
S8917	TB_T
S9344	IE_T
S8116	AA_T
S902	IE_NT
S2971	IE_NT
S6185	DR_NT
S2725	IE_NT
S903	IE_NT
S1966	IE_NT
S3850	IE_NT
S3851	IE_NT
S7691	DR_NT
S5062	IE_NT
S904	IE_NT
S3852	IE_NT
S476	DR_T
S3853	IE_NT
S9038	IE_T
S5063	IE_NT
S2972	IE_NT
S905	IE_NT
S5671	IE_NT
S6186	DR_NT
S5672	IE_NT
S3854	IE_NT
S906	IE_NT
S3855	IE_NT
S2179	IE_NT
S3856	IE_NT
S5446	IE_NT
S4860	IE_NT
S2973	IE_NT
S907	IE_NT
S2974	IE_NT
S2975	IE_NT
S9039	IE_T
S2714	IE_NT
S7953	AA_T
S3857	IE_NT
S3858	IE_NT
S908	IE_NT
S6187	DR_NT
S5300	IE_NT
S8692	TB_T
S8078	AA_T
S5064	IE_NT
S3859	IE_NT
S3860	IE_NT
S5674	IE_NT
S8633	TB_T
S9040	IE_T
S7713	DR_NT
S909	IE_NT
S8117	AA_T
S7726	AA_T
S2976	IE_NT
S2977	IE_NT
S5065	IE_NT
S7398	DR_NT
S9041	IE_T
S5444	IE_NT
S6188	DR_NT
S910	IE_NT
S2216	IE_NT
S3861	IE_NT
S2978	IE_NT
S3862	IE_NT
S277	DR_T
S2670	IE_NT
S6189	DR_NT
S7804	AA_T
S3863	IE_NT
S6190	DR_NT
S9345	IE_T
S6191	DR_NT
S911	IE_NT
S2979	IE_NT
S3864	IE_NT
S2980	IE_NT
S8478	TB_T
S6192	DR_NT
S6193	DR_NT
S2981	IE_NT
S3865	IE_NT
S71	DR_T
S2982	IE_NT
S6194	DR_NT
S6195	DR_NT
S6196	DR_NT
S8224	AA_T
S5675	IE_NT
S912	IE_NT
S3866	IE_NT
S5500	IE_NT
S6197	DR_NT
S8479	TB_T
S3867	IE_NT
S8918	TB_T
S913	IE_NT
S9042	IE_T
S9517	IE_T
S8559	TB_T
S2372	IE_NT
S2684	IE_NT
S508	DR_T
S2746	IE_NT
S6198	DR_NT
S3868	IE_NT
S5066	IE_NT
S2733	IE_NT
S1977	IE_NT
S2983	IE_NT
S3869	IE_NT
S2347	IE_NT
S7591	DR_NT
S2539	IE_NT
S9043	IE_T
S7032	DR_NT
S8589	TB_T
S914	IE_NT
S915	IE_NT
S2984	IE_NT
S8519	TB_T
S6199	DR_NT
S916	IE_NT
S7399	DR_NT
S2985	IE_NT
S6200	DR_NT
S2986	IE_NT
S6201	DR_NT
S5461	IE_NT
S3870	IE_NT
S6202	DR_NT
S917	IE_NT
S8764	TB_T
S2987	IE_NT
S918	IE_NT
S919	IE_NT
S5340	IE_NT
S5673	IE_NT
S3871	IE_NT
S8602	TB_T
S9518	IE_T
S7033	DR_NT
S920	IE_NT
S2265	IE_NT
S921	IE_NT
S3872	IE_NT
S6203	DR_NT
S72	DR_T
S8118	AA_T
S2988	IE_NT
S5306	IE_NT
S5676	IE_NT
S7034	DR_NT
S9346	IE_T
S5420	IE_NT
S922	IE_NT
S483	DR_T
S2989	IE_NT
S2236	IE_NT
S923	IE_NT
S924	IE_NT
S3873	IE_NT
S7892	AA_T
S925	IE_NT
S3874	IE_NT
S2990	IE_NT
S7400	DR_NT
S7401	DR_NT
S7035	DR_NT
S2991	IE_NT
S2537	IE_NT
S6204	DR_NT
S5897	IE_NT
S5911	IE_NT
S8119	AA_T
S2992	IE_NT
S8082	AA_T
S926	IE_NT
S2662	IE_NT
S7592	DR_NT
S9519	IE_T
S73	DR_T
S927	IE_NT
S74	DR_T
S3875	IE_NT
S3876	IE_NT
S5067	IE_NT
S3877	IE_NT
S3878	IE_NT
S7402	DR_NT
S928	IE_NT
S2299	IE_NT
S444	DR_T
S929	IE_NT
S8386	TB_NT
S930	IE_NT
S8765	TB_T
S2993	IE_NT
S2080	IE_NT
S931	IE_NT
S932	IE_NT
S2994	IE_NT
S933	IE_NT
S3879	IE_NT
S7593	DR_NT
S8599	TB_T
S3880	IE_NT
S5430	IE_NT
S934	IE_NT
S935	IE_NT
S7036	DR_NT
S9351	IE_T
S8766	TB_T
S2388	IE_NT
S2663	IE_NT
S8293	AA_T
S1978	IE_NT
S3881	IE_NT
S936	IE_NT
S9347	IE_T
S3882	IE_NT
S9044	IE_T
S5501	IE_NT
S2140	IE_NT
S1884	IE_NT
S937	IE_NT
S938	IE_NT
S7037	DR_NT
S8838	TB_T
S3883	IE_NT
S2598	IE_NT
S314	DR_T
S3884	IE_NT
S6205	DR_NT
S5068	IE_NT
S7038	DR_NT
S7403	DR_NT
S75	DR_T
S6206	DR_NT
S3885	IE_NT
S8060	AA_T
S8834	TB_T
S939	IE_NT
S486	DR_T
S7039	DR_NT
S5677	IE_NT
S5678	IE_NT
S8843	TB_T
S3886	IE_NT
S9408	IE_T
S3887	IE_NT
S8889	TB_T
S3888	IE_NT
S76	DR_T
S7040	DR_NT
S344	DR_T
S2382	IE_NT
S5069	IE_NT
S940	IE_NT
S941	IE_NT
S2995	IE_NT
S9348	IE_T
S5679	IE_NT
S5502	IE_NT
S7404	DR_NT
S942	IE_NT
S943	IE_NT
S7594	DR_NT
S3889	IE_NT
S6207	DR_NT
S5070	IE_NT
S2996	IE_NT
S2535	IE_NT
S3890	IE_NT
S9349	IE_T
S2010	IE_NT
S7405	DR_NT
S2562	IE_NT
S7406	DR_NT
S9045	IE_T
S5680	IE_NT
S3891	IE_NT
S7692	DR_NT
S5071	IE_NT
S3892	IE_NT
S415	DR_T
S9350	IE_T
S241	DR_T
S944	IE_NT
S3893	IE_NT
S7822	AA_T
S7754	AA_T
S2997	IE_NT
S2998	IE_NT
S77	DR_T
S3894	IE_NT
S5072	IE_NT
S3895	IE_NT
S5269	IE_NT
S2530	IE_NT
S7041	DR_NT
S945	IE_NT
S6208	DR_NT
S2189	IE_NT
S946	IE_NT
S947	IE_NT
S2999	IE_NT
S238	DR_T
S948	IE_NT
S3896	IE_NT
S9046	IE_T
S5503	IE_NT
S2592	IE_NT
S5884	IE_NT
S7958	AA_T
S949	IE_NT
S2033	IE_NT
S3897	IE_NT
S2342	IE_NT
S1997	IE_NT
S3898	IE_NT
S5330	IE_NT
S950	IE_NT
S5073	IE_NT
S3899	IE_NT
S3000	IE_NT
S9520	IE_T
S7407	DR_NT
S6209	DR_NT
S3900	IE_NT
S7042	DR_NT
S8063	AA_T
S3901	IE_NT
S445	DR_T
S3902	IE_NT
S951	IE_NT
S78	DR_T
S5303	IE_NT
S3903	IE_NT
S8660	TB_T
S7595	DR_NT
S952	IE_NT
S5681	IE_NT
S6210	DR_NT
S6	DR_T
S953	IE_NT
S9352	IE_T
S5504	IE_NT
S7596	DR_NT
S5682	IE_NT
S954	IE_NT
S955	IE_NT
S3904	IE_NT
S3905	IE_NT
S320	DR_T
S2128	IE_NT
S3906	IE_NT
S3001	IE_NT
S3907	IE_NT
S2487	IE_NT
S6211	DR_NT
S956	IE_NT
S6212	DR_NT
S7846	AA_T
S9047	IE_T
S7597	DR_NT
S416	DR_T
S7043	DR_NT
S9048	IE_T
S3908	IE_NT
S3002	IE_NT
S3909	IE_NT
S957	IE_NT
S3910	IE_NT
S958	IE_NT
S5357	IE_NT
S2213	IE_NT
S8480	TB_T
S8248	AA_T
S7598	DR_NT
S7044	DR_NT
S312	DR_T
S3912	IE_NT
S8120	AA_T
S2040	IE_NT
S5505	IE_NT
S2764	IE_NT
S5074	IE_NT
S6213	DR_NT
S6214	DR_NT
S6215	DR_NT
S5075	IE_NT
S9353	IE_T
S8522	TB_T
S3913	IE_NT
S3914	IE_NT
S3915	IE_NT
S7839	AA_T
S9049	IE_T
S7841	AA_T
S6216	DR_NT
S7599	DR_NT
S6217	DR_NT
S2041	IE_NT
S3916	IE_NT
S959	IE_NT
S333	DR_T
S3917	IE_NT
S960	IE_NT
S6218	DR_NT
S5506	IE_NT
S3003	IE_NT
S2774	IE_NT
S8852	TB_T
S8299	AA_T
S3918	IE_NT
S7993	AA_T
S6219	DR_NT
S2326	IE_NT
S7870	AA_T
S5076	IE_NT
S5376	IE_NT
S7600	DR_NT
S3919	IE_NT
S3920	IE_NT
S2644	IE_NT
S8687	TB_T
S503	DR_T
S3921	IE_NT
S3922	IE_NT
S6220	DR_NT
S9521	IE_T
S9637	IE_T
S3004	IE_NT
S5077	IE_NT
S3923	IE_NT
S7408	DR_NT
S5078	IE_NT
S961	IE_NT
S8904	TB_T
S3924	IE_NT
S962	IE_NT
S8663	TB_T
S6221	DR_NT
S5079	IE_NT
S963	IE_NT
S3925	IE_NT
S8436	TB_NT
S5683	IE_NT
S964	IE_NT
S3926	IE_NT
S7863	AA_T
